id,ownerId,vehicle_model,reg_number,chassis_number,engine_number,vehicle_segment,purchase_date,add_blue_use,vehicle_type,is_vehicle_movable,engine_emmission_type
12,1,U-4019 TT G91 10R20 E4,GJ12BV4970,MB1TRKHD1HPBZ2047,HBPZ124214,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
13,1,U-4019 TT G91 10R20 E4,GJ12BV5432,MB1TRKHD1HPBZ2050,HBPZ124190,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
14,1,U-4019 TT G91 10R20 E4,GJ12BV4774,MB1TRKHD1HPBZ2131,HBPZ124587,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
15,1,U-4019 TT G91 10R20 E4,GJ12BW0701,MB1TRKHD1JPFC3520,JFPZ111477,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
16,1,U-4019 TT G91 10R20 E4,GJ12BW0899,MB1TRKHD1JPFC4408,JFPZ112645,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
17,1,U-4019 TT G91 10R20 E4,GJ12BX0209,MB1TRKHD1KPFJ5276,KFPZ116330,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
18,1,U-4019 TT G91 10R20 E4,GJ12BX0885,MB1TRKHD1KPFJ5567,KFPZ116486,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
19,1,U-4019 TT G91 10R20 E4,GJ12BX0625,MB1TRKHD1KPFJ5570,KFPZ117073,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
20,1,U-4019 TT G91 10R20 E4,GJ12BX0898,MB1TRKHD1KPFJ5746,KFPZ117078,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
21,1,U-4019 TT G91 10R20 E4,GJ12BX0808,MB1TRKHD1KPFJ6878,KFPZ115949,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
22,1,U-4019 TT G91 10R20 E4,GJ12BV4670,MB1TRKHD2HPBZ1974,HBPZ124352,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
23,1,U-4019 TT G91 10R20 E4,GJ12BV5477,MB1TRKHD2HPBZ2056,HBPZ124396,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
24,1,U-4019 TT G91 10R20 E4,GJ12BV5219,MB1TRKHD2HPBZ2137,HBPZ124593,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
25,1,U-4019 TT G91 10R20 E4,GJ12BV5408,MB1TRKHD2HPBZ2168,HBPZ124602,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
26,1,U-4019 TT G91 10R20 E4,GJ12BV4560,MB1TRKHD2HPBZ2171,HBPZ124218,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
27,1,U-4019 TT G91 10R20 E4,GJ12BV7276,MB1TRKHD2HPXZ9992,HYPZ132065,Long Haulage,29-11-2017 00:00,No,NULL,NULL,Non BS6
28,1,U-4019 TT G91 10R20 E4,GJ12BV5397,MB1TRKHD2HRBT5151,HBHZ418351,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
29,1,U-4019 TT G91 10R20 E4,GJ12BV4935,MB1TRKHD2HRBT5523,HBHZ419131,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
30,1,U-4019 TT G91 10R20 E4,GJ12BV4684,MB1TRKHD2HRBT5604,HBHZ419090,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
31,1,U-4019 TT G91 10R20 E4,GJ12BW2655,MB1TRKHD2JPCD9359,JCPZ128497,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
32,1,U-4019 TT G91 10R20 E4,GJ12BW0707,MB1TRKHD2JPFC3400,JFPZ111480,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
33,1,U-4019 TT G91 10R20 E4,GJ12BW0821,MB1TRKHD2JPFC4420,JFPZ111065,Long Haulage,04-04-2021 00:00,No,NULL,NULL,Non BS6
34,1,U-4019 TT G91 10R20 E4,GJ12BX0108,MB1TRKHD2KPFJ5285,KFPZ116303,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
35,1,U-4019 TT G91 10R20 E4,GJ12BX0398,MB1TRKHD2KPFJ5397,KFPZ116266,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
36,1,U-4019 TT G91 10R20 E4,GJ12BX0544,MB1TRKHD2KPFJ5738,KFPZ116976,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
37,1,U-4019 TT G91 10R20 E4,GJ12BX0963,MB1TRKHD2KPFJ6534,KFPZ115006,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
38,1,U-4019 TT G91 10R20 E4,GJ12BX0583,MB1TRKHD2KPFJ6890,KFPZ117507,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
39,1,U-4019 TT G91 10R20 E4,GJ12BV5034,MB1TRKHD3HPBZ2003,HBPZ124250,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
40,1,U-4019 TT G91 10R20 E4,GJ12BV5039,MB1TRKHD3HPBZ2048,HBPZ124148,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
41,1,U-4019 TT G91 10R20 E4,GJ12BV4971,MB1TRKHD3HPBZ2051,HBPZ124188,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
42,1,U-4019 TT G91 10R20 E4,GJ12BV4668,MB1TRKHD3HPBZ2163,HBPZ122928,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
43,1,U-4019 TT G91 10R20 E4,GJ12BV4586,MB1TRKHD3HPBZ2194,HBPZ123840,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
44,1,U-4019 TT G91 10R20 E4,GJ12BV4702,MB1TRKHD3HRBT3960,HCHZ415936,Long Haulage,13-06-2017 00:00,No,NULL,NULL,Non BS6
45,1,U-4019 TT G91 10R20 E4,GJ12BV4917,MB1TRKHD3HRBT4011,HCHZ416026,Long Haulage,14-06-2017 00:00,No,NULL,NULL,Non BS6
46,1,U-4019 TT G91 10R20 E4,GJ12BV4733,MB1TRKHD3HRBT5515,HBHZ418056,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
47,1,U-4019 TT G91 10R20 E4,GJ12BW0753,MB1TRKHD3JPFC3518,JFPZ111473,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
48,1,U-4019 TT G91 10R20 E4,GJ12BW0690,MB1TRKHD3JPFC4412,JFPZ112662,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
49,1,U-4019 TT G91 10R20 E4,GJ12BW0824,MB1TRKHD3JPGC1416,GHPZ145721,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
50,1,U-4019 TT G91 10R20 E4,GJ12BW0557,MB1TRKHD3JPGC1514,HJPZ148907,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
51,1,U-4019 TT G91 10R20 E4,GJ12BX0464,MB1TRKHD3KPFJ5280,KGPZ112353,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
52,1,U-4019 TT G91 10R20 E4,GJ12BX0572,MB1TRKHD3KPFJ5571,KFPZ117053,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
53,1,U-4019 TT G91 10R20 E4,GJ12BV5195,MB1TRKHD4HPBZ2057,HBPZ124078,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
54,1,U-4019 TT G91 10R20 E4,GJ12BV4966,MB1TRKHD4HPBZ2060,HBPZ124207,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
55,1,U-4019 TT G91 10R20 E4,GJ12BV4566,MB1TRKHD4HPBZ2141,HBPZ124204,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
56,1,U-4019 TT G91 10R20 E4,GJ12BV4969,MB1TRKHD4HPBZ2172,HBPZ124145,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
57,1,U-4019 TT G91 10R20 E4,GJ12BV4585,MB1TRKHD4HPBZ2186,HBPZ122802,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
58,1,U-4019 TT G91 10R20 E4,GJ12BV7360,MB1TRKHD4HPWA2803,HWPZ135802,Long Haulage,29-11-2017 00:00,No,NULL,NULL,Non BS6
59,1,U-4019 TT G91 10R20 E4,GJ12BV4948,MB1TRKHD4HRBT3997,HCHZ415870,Long Haulage,14-06-2017 00:00,No,NULL,NULL,Non BS6
60,1,U-4019 TT G91 10R20 E4,GJ12BW0530,MB1TRKHD4JPFC3527,JFPZ111476,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
61,1,U-4019 TT G91 10R20 E4,GJ12BW0894,MB1TRKHD4JPGC1425,JGPZ109096,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
62,1,U-4019 TT G91 10R20 E4,GJ12BX0748,MB1TRKHD4KPFJ6793,KFPZ118171,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
63,1,U-4019 TT G91 10R20 E4,GJ12BX0065,MB1TRKHD4KPGJ2245,KGPZ114317,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
64,1,U-4019 TT G91 10R20 E4,GJ12BV4575,MB1TRKHD5HPBZ2116,HBPZ124595,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
65,1,U-4019 TT G91 10R20 E4,GJ12BV4563,MB1TRKHD5HPBZ2164,HBPZ124607,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
66,1,U-4019 TT G91 10R20 E4,GJ12BV4561,MB1TRKHD5HPBZ2178,HBPZ124196,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
67,1,U-4019 TT G91 10R20 E4,GJ12BV4928,MB1TRKHD5HRBT3927,HCHZ415332,Long Haulage,13-06-2017 00:00,No,NULL,NULL,Non BS6
68,1,U-4019 TT G91 10R20 E4,GJ12BV4869,MB1TRKHD5HRBT3958,HBHZ416165,Long Haulage,13-06-2017 00:00,No,NULL,NULL,Non BS6
69,1,U-4019 TT G91 10R20 E4,GJ12BV4807,MB1TRKHD5HRBT5189,HBHZ416950,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
70,1,U-4019 TT G91 10R20 E4,GJ12BV4524,MB1TRKHD5HRBT5404,HBHZ418901,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
71,1,U-4019 TT G91 10R20 E4,GJ12BV5435,MB1TRKHD5HRBT5516,HBHZ419135,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
72,1,U-4019 TT G91 10R20 E4,GJ12BV5483,MB1TRKHD5HRBT5600,HBHZ419195,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
73,1,U-4019 TT G91 10R20 E4,GJ12BW2560,MB1TRKHD5JPCD8772,JCPZ128321,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
74,1,U-4019 TT G91 10R20 E4,GJ12BW0849,MB1TRKHD5JPFC3410,JFPZ111453,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
75,1,U-4019 TT G91 10R20 E4,GJ12BW0928,MB1TRKHD5JPFC3519,JFPZ111479,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
76,1,U-4019 TT G91 10R20 E4,GJ12BW0850,MB1TRKHD5JPGC1417,JGPZ109091,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
77,1,U-4019 TT G91 10R20 E4,GJ12BW0983,MB1TRKHD5JPGC1420,JGPZ109094,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
78,1,U-4019 TT G91 10R20 E4,GJ12BW0562,MB1TRKHD5JPGC1515,JGPZ109159,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
79,1,U-4019 TT G91 10R20 E4,GJ12BX0152,MB1TRKHD5KPFJ5314,KFPZ115493,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
80,1,U-4019 TT G91 10R20 E4,GJ12BV4996,MB1TRKHD6HPBZ2111,HBPZ123077,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
81,1,U-4019 TT G91 10R20 E4,GJ12BV4562,MB1TRKHD6HPBZ2187,HBPZ122856,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
82,1,U-4019 TT G91 10R20 E4,GJ12BV5276,MB1TRKHD6HRBT5606,HBHZ417584,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
83,1,U-4019 TT G91 10R20 E4,GJ12BW2590,MB1TRKHD6JPCD8747,JCPZ128069,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
84,1,U-4019 TT G91 10R20 E4,GJ12BW0854,MB1TRKHD6JPFC3321,HJPZ147575,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
85,1,U-4019 TT G91 10R20 E4,GJ12BX0590,MB1TRKHD6KPFJ6794,KFPZ118170,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
86,1,U-4019 TT G91 10R20 E4,GJ12BX0330,MB1TRKHD6KPGJ2246,KGPZ114314,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
87,1,U-4019 TT G91 10R20 E4,GJ12BV4698,MB1TRKHD7HPBZ2117,HBPZ124598,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
88,1,U-4019 TT G91 10R20 E4,GJ12BV4721,MB1TRKHD7HPBZ2165,HBPZ122923,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
89,1,U-4019 TT G91 10R20 E4,GJ12BV4640,MB1TRKHD7HPBZ2179,HBPZ124203,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
90,1,U-4019 TT G91 10R20 E4,GJ12BV4534,MB1TRKHD7HRBT3833,HCHZ415429,Long Haulage,13-06-2017 00:00,No,NULL,NULL,Non BS6
91,1,U-4019 TT G91 10R20 E4,GJ12BV4541,MB1TRKHD7HRBT3959,HBHZ416106,Long Haulage,13-06-2017 00:00,No,NULL,NULL,Non BS6
92,1,U-4019 TT G91 10R20 E4,GJ12BV4984,MB1TRKHD7HRBT4013,HCHZ415422,Long Haulage,14-06-2017 00:00,No,NULL,NULL,Non BS6
93,1,U-4019 TT G91 10R20 E4,GJ12BV4967,MB1TRKHD7HRBT5517,HBHZ418669,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
94,1,U-4019 TT G91 10R20 E4,GJ12BV5189,MB1TRKHD7HRBT5520,HBHZ418322,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
95,1,U-4019 TT G91 10R20 E4,GJ12BW2714,MB1TRKHD7JPCD8773,JDPZ122071,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
96,1,U-4019 TT G91 10R20 E4,GJ12BW0743,MB1TRKHD7JPFC3408,JFPZ111332,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
97,1,U-4019 TT G91 10R20 E4,GJ12BW0727,MB1TRKHD7JPGC1516,JGPZ109163,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
98,1,U-4019 TT G91 10R20 E4,GJ12BW0908,MB1TRKHD7JPGC1807,GHPZ146553,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
99,1,U-4019 TT G91 10R20 E4,GJ12BX0615,MB1TRKHD7KPFJ5315,KFPZ115488,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
100,1,U-4019 TT G91 10R20 E4,GJ12BX0948,MB1TRKHD7KPFJ5766,KFPZ116968,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
101,1,U-4019 TT G91 10R20 E4,GJ12BX0704,MB1TRKHD7KPFJ6545,KFPZ115319,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
102,1,U-4019 TT G91 10R20 E4,GJ12BX0773,MB1TRKHD7KPFJ6884,KFPZ117503,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
103,1,U-4019 TT G91 10R20 E4,GJ12BV4873,MB1TRKHD8HPBZ2174,HBPZ124614,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
104,1,U-4019 TT G91 10R20 E4,GJ12BV4568,MB1TRKHD8HPBZ2188,HBPZ124608,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
105,1,U-4019 TT G91 10R20 E4,GJ12BV4553,MB1TRKHD8HRBT5400,HBHZ418360,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
106,1,U-4019 TT G91 10R20 E4,GJ12BV4573,MB1TRKHD8HRBT5607,HBHZ418242,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
107,1,U-4019 TT G91 10R20 E4,GJ12BV4946,MB1TRKHD8HRCT3729,HCHZ415758,Long Haulage,14-06-2017 00:00,No,NULL,NULL,Non BS6
108,1,U-4019 TT G91 10R20 E4,GJ12BW2645,MB1TRKHD8JPCD8751,JCPZ127441,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
109,1,U-4019 TT G91 10R20 E4,GJ12BW2712,MB1TRKHD8JPCD9351,JCPZ128482,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
110,1,U-4019 TT G91 10R20 E4,GJ12BW0779,MB1TRKHD8JPFC3322,JFPZ111478,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
111,1,U-4019 TT G91 10R20 E4,GJ12BW0605,MB1TRKHD8JPGC1413,HEPZ113412,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
112,1,U-4019 TT G91 10R20 E4,GJ12BW0511,MB1TRKHD8JPGC1511,JGPZ109162,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
113,1,U-4019 TT G91 10R20 E4,GJ12BX0794,MB1TRKHD8KPFJ4819,KFPZ115710,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
114,1,U-4019 TT G91 10R20 E4,GJ12BV5360,MB1TRKHD9HPBZ1485,HBPZ123822,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
115,1,U-4019 TT G91 10R20 E4,GJ12BV4681,MB1TRKHD9HPBZ2118,HBPZ124585,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
116,1,U-4019 TT G91 10R20 E4,GJ12BV5384,MB1TRKHD9HPBZ2166,HBPZ122924,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
117,1,U-4019 TT G91 10R20 E4,GJ12BV7087,MB1TRKHD9HPYZ8762,HYPZ131466,Long Haulage,29-11-2017 00:00,No,NULL,NULL,Non BS6
118,1,U-4019 TT G91 10R20 E4,GJ12BV4897,MB1TRKHD9HRBT3929,HCHZ416037,Long Haulage,13-06-2017 00:00,No,NULL,NULL,Non BS6
119,1,U-4019 TT G91 10R20 E4,GJ12BV4597,MB1TRKHD9HRBT5521,HBHZ418118,Long Haulage,29-06-2017 00:00,No,NULL,NULL,Non BS6
120,1,U-4019 TT G91 10R20 E4,GJ12BW2501,MB1TRKHD9JPCD9357,JCPZ128487,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
121,1,U-4019 TT G91 10R20 E4,GJ12BW0618,MB1TRKHD9JPFC4415,JFPZ112657,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
122,1,U-4019 TT G91 10R20 E4,GJ12BW0741,MB1TRKHD9JPGC1517,JGPZ109166,Long Haulage,23-03-2018 00:00,No,NULL,NULL,Non BS6
123,1,U-4019 TT G91 10R20 E4,GJ12BX0689,MB1TRKHD9KPFJ5574,KFPZ117055,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
124,1,U-4019 TT G91 10R20 E4,GJ12BX0551,MB1TRKHD9KPFJ5591,KFPZ117079,Long Haulage,26-06-2019 00:00,No,NULL,NULL,Non BS6
125,1,U-4019 TT G91 10R20 E4,GJ12BX0811,MB1TRKHD9KPFJ6532,KFPZ115316,Long Haulage,28-06-2019 00:00,No,NULL,NULL,Non BS6
126,1,U-4019 TT G91 10R20 E4,GJ12BX0129,MB1TRKHD9KPGJ2404,KGPZ114211,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
127,1,U-4019 TT G91 10R20 E4,GJ12BX0481,MB1TRKHD9KRGB8204,JKHZ105729,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
128,1,U-4019 TT G91 10R20 E4,GJ12BV5020,MB1TRKHDXHPBZ2175,HBPZ124206,Long Haulage,30-06-2017 00:00,No,NULL,NULL,Non BS6
129,1,U-4019 TT G91 10R20 E4,GJ12BV7205,MB1TRKHDXHPXA0511,HXPZ132394,Long Haulage,29-11-2017 00:00,No,NULL,NULL,Non BS6
130,1,U-4019 TT G91 10R20 E4,GJ12BV4569,MB1TRKHDXHRBT5172,HBHZ418328,Long Haulage,28-06-2017 00:00,No,NULL,NULL,Non BS6
131,1,U-4019 TT G91 10R20 E4,GJ12BW2593,MB1TRKHDXJPCD8752,JDPZ122067,Long Haulage,20-08-2018 00:00,No,NULL,NULL,Non BS6
132,1,U-4019 TT G91 10R20 E4,GJ12BW0554,MB1TRKHDXJPFC4455,JFPZ110903,Long Haulage,26-03-2018 00:00,No,NULL,NULL,Non BS6
133,1,U-4019 TT G91 10R20 E4,GJ12BX0232,MB1TRKHDXKPGJ2394,KGPZ114172,Long Haulage,22-05-2019 00:00,No,NULL,NULL,Non BS6
134,1,U-4023 TT,GJ12AT9317,MB1TRNJB1ARBD5332,#N/A,Long Haulage,28-02-2011 00:00,No,NULL,NULL,Non BS6
135,1,U-4023 TT,GJ12AT9318,MB1TRNJBXARBD5345,#N/A,Long Haulage,28-02-2011 00:00,No,NULL,NULL,Non BS6
136,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8041,MB1TTKHD0LPMM0537,LMPZ109072,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
137,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8382,MB1TTKHD0LPMM0540,LMPZ109067,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
138,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8186,MB1TTKHD1LPMM0532,LMPZ109095,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
139,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8050,MB1TTKHD4LPML9956,LYPZ108565,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
141,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8475,MB1TTKHD5LPML9948,LMPZ108812,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
142,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8482,MB1TTKHD6LPMM0526,LMPZ109330,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
143,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8438,MB1TTKHD7LPMM0535,LMPZ109094,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
145,1,U4020A   H 6SZF L1R1 R4 PHY LLL 02CBC,GJ12BX8167,MB1TTKHD9LPMM0536,LMPZ109096,Long Haulage,31-12-2020 00:00,Yes,NULL,NULL,BS6
146,146,1618/1 4700 G45 10R20TY E4,NL01AD4726,MB1A3CHD0KEFD5685,KFEZ409837,Long Haulage,06-05-2019 00:00,No,NULL,NULL,Non BS6
147,146,1618/1 4700 G45 10R20TY E4,NL01AD4728,MB1A3CHD2KEFD5686,KFEZ409703,Long Haulage,06-05-2019 00:00,No,NULL,NULL,Non BS6
148,146,1618/1 4700 G45 10R20TY E4,NL01AD4729,MB1A3CHD4KEFD5690,KFEZ409707,Long Haulage,06-05-2019 00:00,No,NULL,NULL,Non BS6
149,146,1618/1 4700 G45 10R20TY E4,NL01AD4727,MB1A3CHD5KEFD5696,KFEZ409845,Long Haulage,06-05-2019 00:00,No,NULL,NULL,Non BS6
150,146,1618/1 4700 G45 10R20TY E4,NL01AD4730,MB1A3CHD8KEFD5689,KFEZ409849,Long Haulage,06-05-2019 00:00,No,NULL,NULL,Non BS6
151,146,1616IL/2,HR55P8895,MB1A3DYC0BPMC9686,#N/A,Long Haulage,31-12-2011 00:00,No,NULL,NULL,Non BS6
152,146,1616IL/2,HR55N7185,MB1A3DYC0BPTB7549,#N/A,Long Haulage,16-07-2011 00:00,No,NULL,NULL,Non BS6
153,146,1616il/2,HR55N1132,MB1A3DYC0BPXB2038,#N/A,Long Haulage,31-03-2011 00:00,No,NULL,NULL,Non BS6
154,146,1616IL/2,HR55P9376,MB1A3DYC0CPBD4110,#N/A,Long Haulage,24-01-2012 00:00,No,NULL,NULL,Non BS6
155,146,1616IL/2,HR55Q4310,MB1A3DYC0CPYD8983,#N/A,Long Haulage,31-03-2012 00:00,No,NULL,NULL,Non BS6
156,146,1616IL/2,HR55Q4019,MB1A3DYC0CPYE0281,#N/A,Long Haulage,31-03-2012 00:00,No,NULL,NULL,Non BS6
157,146,1616IL/2,HR55Q6260,MB1A3DYC0CPYE1303,#N/A,Long Haulage,30-04-2012 00:00,No,NULL,NULL,Non BS6
158,146,1616IL/2,HR55Q6224,MB1A3DYC0CPYE1429,#N/A,Long Haulage,30-04-2012 00:00,No,NULL,NULL,Non BS6
159,146,1616IL/2,HR55P8890,MB1A3DYC1BPCD0651,#N/A,Long Haulage,31-12-2011 00:00,No,NULL,NULL,Non BS6
